"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1177","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 15:22:04,FALSE,NA,"1101865261282611205",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hoodie_wChucks",8243,TRUE,FALSE,NA,NA
"1178","@kainatanot @arse_1881 @maviii05 @EhLikeyF1903__ @JaneDoe42837258 @ATATRKYEMM2 @hersey_flu @ay_lenaa @Deniz_Devrim35 Bana er gün beaaa
🤣🤣🤣",FALSE,4,"kainatanot",2019-03-02 15:22:01,FALSE,"1101864861439614976","1101865247760093184","97330462","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","baris78coskun",0,FALSE,FALSE,NA,NA
"1179","@pajivyon @svnsrp @Madran_22 @redeyeFreya @jasmin14_20 @jupicimm @BVarol55 @TCahmt61 @Pepito2qope @egoist_grzm… https://t.co/eDwZdvWBrk",FALSE,8,"pajivyon",2019-03-02 15:22:01,TRUE,"1101864993027436551","1101865246636032002","1010471508702121986","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","D_Demet__Sfrnbl",0,FALSE,FALSE,NA,NA
"1180","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 15:21:57,FALSE,NA,"1101865232560021504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","littulchelle",8243,TRUE,FALSE,NA,NA
"1181","RT @DelthiaRicks: Three kids dead of the flu in New York so far this season. H1N1 is the main viral culprit in circulation, as it is in mos…",FALSE,0,NA,2019-03-02 15:21:49,FALSE,NA,"1101865197583679488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DelthiaRicks",1,TRUE,FALSE,NA,NA
"1182","RT @milkygoddess: i wish good ppl with pure hearts n pretty souls could live forever n ever a healthy happy life n the shitty ppl could cat…",FALSE,0,NA,2019-03-02 15:21:48,FALSE,NA,"1101865194043699200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jenna_Summer33",151,TRUE,FALSE,NA,NA
"1183","@tolentinomrcl @FabioVenturini5 @helena_flu Pois é. Só com o dinheiro que Dona Mariza economizou vendendo Avon dá p… https://t.co/KOV05KSnMI",FALSE,0,"tolentinomrcl",2019-03-02 15:21:48,TRUE,"1101863250017353729","1101865191845830656","138899553","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RomuloIMP",0,FALSE,FALSE,NA,NA
"1184","RT @MackayIM: Starting a riot 
""it’s worth remembering that #Flu viruses can sometimes, by themselves, cause viral pneumonia, thanks to the…",FALSE,0,NA,2019-03-02 15:21:47,FALSE,NA,"1101865189677293573",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","owenmp",2,TRUE,FALSE,NA,NA
"1185","@CamEdwards And here I am bitching to myself about having the flu. Really puts things in perspective. Your wife is 100x the fighter I am",FALSE,0,"CamEdwards",2019-03-02 15:21:47,FALSE,"1101855736131407874","1101865189341888512","18004009","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Youth4_America",0,FALSE,FALSE,NA,NA
"1186","drinking wine while having the flu was a bad idea",FALSE,1,NA,2019-03-02 15:21:46,FALSE,NA,"1101865184648400896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","littlemsfrybag",0,FALSE,FALSE,NA,NA
"1187","Play no carna, desce gelin 😅",FALSE,2,NA,2019-03-02 15:21:34,FALSE,NA,"1101865133805064192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","flu_juninho",0,FALSE,FALSE,NA,NA
"1188","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 15:21:34,FALSE,NA,"1101865133670891520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tylag_",8243,TRUE,FALSE,NA,NA
"1189","RT @ATATRKYEMM2: @baris78coskun @arse_1881 @maviii05 @EhLikeyF1903__ @JaneDoe42837258 @hersey_flu @ay_lenaa @kainatanot @Deniz_Devrim35 Afi…",FALSE,0,NA,2019-03-02 15:21:31,FALSE,NA,"1101865124040794112",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","baris78coskun",1,TRUE,FALSE,NA,NA
"1190","بما اني صيدلانية مش فاهمة حاجة وخطر ع المجتمع  فاشرب شوية سوايل دافية وهو هياخد وقته ويروح لوحده ولو الدنيا بايظة ا… https://t.co/eZFjRwEoSw",FALSE,0,"WadanHeba",2019-03-02 15:21:29,TRUE,"976773370971869184","1101865116008620037","768515989252243460","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WadanHeba",0,FALSE,FALSE,NA,NA
"1191","RT @kainatanot: @baris78coskun @arse_1881 @maviii05 @EhLikeyF1903__ @JaneDoe42837258 @ATATRKYEMM2 @hersey_flu @ay_lenaa @Deniz_Devrim35 Gün…",FALSE,0,NA,2019-03-02 15:21:26,FALSE,NA,"1101865102180081665",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","baris78coskun",1,TRUE,FALSE,NA,NA
"1192","Man fuck the stomach flu !!! I was out for two days !!! 🤦🏻‍♂️",FALSE,0,NA,2019-03-02 15:21:25,FALSE,NA,"1101865098006556672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AtaJnova",0,FALSE,FALSE,NA,NA
"1193","@Madran_22 @D_Demet__Sfrnbl @redeyeFreya @jasmin14_20 @jupicimm @BVarol55 @TCahmt61 @Pepito2qope @egoist_grzm… https://t.co/RXViFGo5aW",FALSE,8,"Madran_22",2019-03-02 15:21:25,TRUE,"1101864719248474112","1101865096505147393","294479028","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pajivyon",0,FALSE,FALSE,NA,NA
"1194","Of course I get the flu before the bacchus parade",FALSE,1,NA,2019-03-02 15:21:18,FALSE,NA,"1101865067962945541",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sunflowergrimes",0,FALSE,FALSE,NA,NA
"1195","RT @TODAYshow: Scientists are hunting for the secret to a better flu shot and they are turning to pigs for help. @DrJohnTorres has the stor…",FALSE,0,NA,2019-03-02 15:21:14,FALSE,NA,"1101865052632727553",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DrJohnTorres",7,TRUE,FALSE,NA,NA
"1196","RT @TheVampsBrad: Had flu for the past week and I’m about two breaking bads away from completing Netflix.",FALSE,0,NA,2019-03-02 15:21:14,FALSE,NA,"1101865049432322050",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lilmissy15_",815,TRUE,FALSE,NA,NA
"1197","@D_Demet__Sfrnbl @Madran_22 @redeyeFreya @jasmin14_20 @jupicimm @BVarol55 @TCahmt61 @Pepito2qope @egoist_grzm… https://t.co/twPvIsgl60",FALSE,8,"D_Demet__Sfrnbl",2019-03-02 15:21:13,TRUE,"1101864658217127936","1101865047243063297","1013167841971965954","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pajivyon",0,FALSE,FALSE,NA,NA
"1198","@Madran_22 @pajivyon @redeyeFreya @jasmin14_20 @jupicimm @BVarol55 @TCahmt61 @Pepito2qope @egoist_grzm… https://t.co/dTp7iHKV6P",FALSE,9,"Madran_22",2019-03-02 15:21:10,TRUE,"1101864544056627206","1101865033649348610","294479028","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","D_Demet__Sfrnbl",0,FALSE,FALSE,NA,NA
"1199","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 15:21:09,FALSE,NA,"1101865029018812416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","coolkidmargie",8243,TRUE,FALSE,NA,NA
"1200","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 15:21:06,FALSE,NA,"1101865019137032198",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","baabyyygiirl",8243,TRUE,FALSE,NA,NA
"1201","@svnsrp @D_Demet__Sfrnbl @Madran_22 @redeyeFreya @jasmin14_20 @jupicimm @BVarol55 @TCahmt61 @Pepito2qope… https://t.co/sWbutKe478",FALSE,8,"svnsrp",2019-03-02 15:21:00,TRUE,"1101864630408962051","1101864993027436551","997912801510346752","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pajivyon",0,FALSE,FALSE,NA,NA
"1202","RT @FiersaBesari: “Berboncengan denganmu, mengelilingi kota, menikmati surya perlahan menghilang. Hingga, kejamnya waktu menarik paksa aku…",FALSE,0,NA,2019-03-02 15:21:00,FALSE,NA,"1101864991450312704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ianalfian2677c4",2557,TRUE,FALSE,NA,NA
"1203","RT @FiersaBesari: “Berboncengan denganmu, mengelilingi kota, menikmati surya perlahan menghilang. Hingga, kejamnya waktu menarik paksa aku…",FALSE,0,NA,2019-03-02 15:20:49,FALSE,NA,"1101864945845583872",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","asipaaaaaah",2557,TRUE,FALSE,NA,NA
"1204","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 15:20:47,FALSE,NA,"1101864939159998464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BLACK0_0RABBiT",8243,TRUE,FALSE,NA,NA
"1205","@baris78coskun @arse_1881 @maviii05 @EhLikeyF1903__ @JaneDoe42837258 @hersey_flu @ay_lenaa @kainatanot… https://t.co/S5w2ruP2e9",FALSE,10,"baris78coskun",2019-03-02 15:20:40,TRUE,"1101843731739824130","1101864908071845888","3397963859","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ATATRKYEMM2",1,FALSE,FALSE,NA,NA
"1206","RT @rickhimself101: Fry (man flu) missed out after failing a late fitness test. #whufc #COYI",FALSE,0,NA,2019-03-02 15:20:38,FALSE,NA,"1101864898152271873",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lesclaps",1,TRUE,FALSE,NA,NA
"1207","@pjmsatiny i mean i wouldn’t want my kids to catch the flu from their babysitter 🥴",FALSE,1,"pjmsatiny",2019-03-02 15:20:33,FALSE,"1101864615254712320","1101864879110012934","1088122508207747072","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","trilogygcf",0,FALSE,FALSE,NA,NA
"1208","@Madran_22 @pajivyon @redeyeFreya @jasmin14_20 @jupicimm @BVarol55 @TCahmt61 @Pepito2qope @egoist_grzm… https://t.co/gpvPkyGHhY",FALSE,8,"Madran_22",2019-03-02 15:20:29,TRUE,"1101864488326840323","1101864861972213760","294479028","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","D_Demet__Sfrnbl",0,FALSE,FALSE,NA,NA
"1209","@baris78coskun @arse_1881 @maviii05 @EhLikeyF1903__ @JaneDoe42837258 @ATATRKYEMM2 @hersey_flu @ay_lenaa… https://t.co/EQ7l0qMnw0",FALSE,4,"baris78coskun",2019-03-02 15:20:29,TRUE,"1101843731739824130","1101864861439614976","3397963859","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kainatanot",1,FALSE,FALSE,NA,NA
"1210","RT @doctorsensation: Because we trust those who would benefit from such an outbreak.
Banned in 2014 but pharma power has become all powerfu…",FALSE,0,NA,2019-03-02 15:20:21,FALSE,NA,"1101864826937229312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","markjarthur",13,TRUE,FALSE,NA,NA
"1211","RT @MsCheema_: Flu Aur fever sy zaleel ho rae 🤧🤢
WBY???? 
#eimanbeemarsi",FALSE,0,NA,2019-03-02 15:20:10,FALSE,NA,"1101864781034803201",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NayaPk2018",29,TRUE,FALSE,NA,NA
"1212","Most likely no stream later tonight as I ended up catching the flu. Whenever I feel well enough to stream though, I will!",FALSE,1,NA,2019-03-02 15:20:08,FALSE,NA,"1101864775607349249",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","theasrio24",0,FALSE,FALSE,NA,NA
"1213","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 15:20:05,FALSE,NA,"1101864760000331776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ashslayx",8243,TRUE,FALSE,NA,NA
"1214","@Madran_22 @D_Demet__Sfrnbl @redeyeFreya @jasmin14_20 @jupicimm @BVarol55 @TCahmt61 @Pepito2qope @egoist_grzm… https://t.co/AoJkbmaUpk",FALSE,7,"Madran_22",2019-03-02 15:19:55,TRUE,"1101864544056627206","1101864719940546560","294479028","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pajivyon",0,FALSE,FALSE,NA,NA
"1215","@D_Demet__Sfrnbl @pajivyon @redeyeFreya @jasmin14_20 @jupicimm @BVarol55 @TCahmt61 @Pepito2qope @egoist_grzm… https://t.co/uDPY9B70RQ",FALSE,8,"D_Demet__Sfrnbl",2019-03-02 15:19:55,TRUE,"1101864126152876032","1101864719248474112","1013167841971965954","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Madran_22",0,FALSE,FALSE,NA,NA
"1216","Já sei até qual frase usaria com a blusa do flu https://t.co/oY4TKfUFjU",FALSE,0,NA,2019-03-02 15:19:50,FALSE,NA,"1101864696678936576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jeangreydorole",0,FALSE,FALSE,NA,NA
"1217","@statnews @weirdmedicine I miscarried within two days of getting a flu shot. @weirdmedicine had already set my mind… https://t.co/zd43cLULC9",FALSE,1,"statnews",2019-03-02 15:19:48,TRUE,"1101851237669048322","1101864690274131968","3290364847","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","MamaSunRa",0,FALSE,FALSE,NA,NA
"1218","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 15:19:46,FALSE,NA,"1101864682560868355",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","XoxoWhitney",8243,TRUE,FALSE,NA,NA
"1219","@pajivyon @Madran_22 @redeyeFreya @jasmin14_20 @jupicimm @BVarol55 @TCahmt61 @Pepito2qope @egoist_grzm… https://t.co/ORAs1QL8hm",FALSE,11,"pajivyon",2019-03-02 15:19:40,TRUE,"1101864413638864896","1101864658217127936","1010471508702121986","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","D_Demet__Sfrnbl",0,FALSE,FALSE,NA,NA
"1220","Hoje pela tropa do flu https://t.co/vOrLxtQlH5",FALSE,9,NA,2019-03-02 15:19:35,FALSE,NA,"1101864636784234496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","luiz_faria00",2,FALSE,FALSE,NA,NA
"1221","@pajivyon @D_Demet__Sfrnbl @Madran_22 @redeyeFreya @jasmin14_20 @jupicimm @BVarol55 @TCahmt61 @Pepito2qope… https://t.co/2FDIzTTmbz",FALSE,8,"pajivyon",2019-03-02 15:19:34,TRUE,"1101864413638864896","1101864630408962051","1010471508702121986","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","svnsrp",0,FALSE,FALSE,NA,NA
"1222","RT @TheVampsBrad: Had flu for the past week and I’m about two breaking bads away from completing Netflix.",FALSE,0,NA,2019-03-02 15:19:29,FALSE,NA,"1101864610917953537",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x_SarahML_x",815,TRUE,FALSE,NA,NA
"1223","gue lg flu terus bokap dtg beliin es klim :( 

ya kaga salah bokap gue si kan gue ga blg :(",FALSE,0,NA,2019-03-02 15:19:20,FALSE,NA,"1101864572397314048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shxgdrgn",0,FALSE,FALSE,NA,NA
"1224","RT @FiersaBesari: “Berboncengan denganmu, mengelilingi kota, menikmati surya perlahan menghilang. Hingga, kejamnya waktu menarik paksa aku…",FALSE,0,NA,2019-03-02 15:19:19,FALSE,NA,"1101864569671102464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Naeunbyul",2557,TRUE,FALSE,NA,NA
"1225","RT @doctorsensation: Because we trust those who would benefit from such an outbreak.
Banned in 2014 but pharma power has become all powerfu…",FALSE,0,NA,2019-03-02 15:19:15,FALSE,NA,"1101864553363709952",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DeplorableLadyB",13,TRUE,FALSE,NA,NA
"1226","@pajivyon @D_Demet__Sfrnbl @redeyeFreya @jasmin14_20 @jupicimm @BVarol55 @TCahmt61 @Pepito2qope @egoist_grzm… https://t.co/4fkd7p9ywi",FALSE,8,"pajivyon",2019-03-02 15:19:13,TRUE,"1101864154766422016","1101864544056627206","1010471508702121986","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Madran_22",0,FALSE,FALSE,NA,NA
"1227","RT @MartinDaubney: Except it’s about as funny as the flu 😫😫 https://t.co/y4rNq4RDEr",FALSE,0,NA,2019-03-02 15:19:10,FALSE,NA,"1101864531633102849",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fatfei_",112,TRUE,FALSE,NA,NA
"1228","Flu Attack! How A Virus Invades Your Body | Krulwich Wonders | NPR https://t.co/0fpa14u4ZW via @YouTube this is how viruses work",FALSE,0,NA,2019-03-02 15:19:10,FALSE,NA,"1101864530769076224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Elijah75821211",0,FALSE,FALSE,NA,NA
"1229","@D_Demet__Sfrnbl @Madran_22 @redeyeFreya @jasmin14_20 @jupicimm @BVarol55 @TCahmt61 @Pepito2qope @egoist_grzm… https://t.co/yyE2Hb2PXQ",FALSE,6,"D_Demet__Sfrnbl",2019-03-02 15:19:04,TRUE,"1101864126152876032","1101864507733889024","1013167841971965954","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pajivyon",0,FALSE,FALSE,NA,NA
"1230","When you keep sneezing because of the flu while having a period https://t.co/1sjdbxiYlC",FALSE,0,NA,2019-03-02 15:19:00,FALSE,NA,"1101864490381918209",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","anakguppy",0,FALSE,FALSE,NA,NA
"1231","@D_Demet__Sfrnbl @pajivyon @redeyeFreya @jasmin14_20 @jupicimm @BVarol55 @TCahmt61 @Pepito2qope @egoist_grzm… https://t.co/wgC3nDJ2yl",FALSE,9,"D_Demet__Sfrnbl",2019-03-02 15:19:00,TRUE,"1101864020041187328","1101864488326840323","1013167841971965954","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Madran_22",0,FALSE,FALSE,NA,NA
"1232","RT @classmonitorUG: My crush just told me I sound sexy when I have flu😂I'm not buying medicine, let me stay with my flu to make her happy😆😆",FALSE,0,NA,2019-03-02 15:18:54,FALSE,NA,"1101864463978897408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jembas_samantha",80,TRUE,FALSE,NA,NA
"1233","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 15:18:53,FALSE,NA,"1101864458786426880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_xRAYted_",8243,TRUE,FALSE,NA,NA
"1234","RT @donalcervin: Things @KatyPerry has ruined for me
- any candy
- peacocks
- my emotions
- fireworks
- the phrase “go ahead”
- the flu
- I…",FALSE,0,NA,2019-03-02 15:18:47,FALSE,NA,"1101864432450367489",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KATYLOVESARI",114,TRUE,FALSE,NA,NA
"1235","@D_Demet__Sfrnbl @Madran_22 @redeyeFreya @jasmin14_20 @jupicimm @BVarol55 @TCahmt61 @Pepito2qope @egoist_grzm… https://t.co/LEMCwPYRNH",FALSE,8,"D_Demet__Sfrnbl",2019-03-02 15:18:42,TRUE,"1101864020041187328","1101864413638864896","1013167841971965954","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pajivyon",0,FALSE,FALSE,NA,NA
"1236","RT @TheVampsBrad: Had flu for the past week and I’m about two breaking bads away from completing Netflix.",FALSE,0,NA,2019-03-02 15:18:42,FALSE,NA,"1101864411474604033",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","womanlikeleonie",815,TRUE,FALSE,NA,NA
"1237","RT @InfiniteLjong: I'm tired lmao
Probably can stay just a bit more and get rest since seems like I'm catching another flu heuuuu

#TeamINF…",FALSE,0,NA,2019-03-02 15:18:38,FALSE,NA,"1101864396425388032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yonniinfinite",6,TRUE,FALSE,NA,NA
"1238","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 15:18:33,FALSE,NA,"1101864374174662656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","blakkeaerielle",8243,TRUE,FALSE,NA,NA
"1239","my partner is very sick and now I am getting sick and ughhhhhhhhh it’s been awhile since I’ve had a cold/flu thing… https://t.co/SM1aClXHZ3",FALSE,1,NA,2019-03-02 15:18:29,TRUE,NA,"1101864356952854538",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lovelymeraki",0,FALSE,FALSE,NA,NA
"1240","@OMGMAHere @lilsun83 @DerekCressman All they have to do is look at the 1918 flu story.People were dropping like fli… https://t.co/tnu8Rnr16M",FALSE,1,"OMGMAHere",2019-03-02 15:18:26,TRUE,"1101733649790177280","1101864347691900929","893909614080778240","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BabiesR4",0,FALSE,FALSE,NA,NA
"1241","RT @TheVampsBrad: Had flu for the past week and I’m about two breaking bads away from completing Netflix.",FALSE,0,NA,2019-03-02 15:18:24,FALSE,NA,"1101864337319358465",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NatShawley",815,TRUE,FALSE,NA,NA
"1242","RT @classmonitorUG: My crush just told me I sound sexy when I have flu😂I'm not buying medicine, let me stay with my flu to make her happy😆😆",FALSE,0,NA,2019-03-02 15:18:22,FALSE,NA,"1101864327815053312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Maxi100Billian",80,TRUE,FALSE,NA,NA
"1243","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 15:18:21,FALSE,NA,"1101864325608804353",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MiraaNxtDoor",8243,TRUE,FALSE,NA,NA
"1244","RT @statnews: A new study shows that there is no link between flu shots and miscarriages. https://t.co/Bek0dYVPUR",FALSE,0,NA,2019-03-02 15:18:16,FALSE,NA,"1101864305614446592",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","MamaSunRa",5,TRUE,FALSE,NA,NA
"1245","@mrs_ingvardsen @CFISDWells @CyFairISD Good job girls!! Hate that the flu had us miss it!",FALSE,2,"mrs_ingvardsen",2019-03-02 15:18:15,FALSE,"1101861275494240256","1101864300149424128","320382210","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mrshartzler4",0,FALSE,FALSE,NA,NA
"1246","@Isabelle_Adler I'm pretty happy I'm finally in the groove again. :3 The last days I was ""meh"" and last week starte… https://t.co/lS6KL3Pb1f",FALSE,1,"Isabelle_Adler",2019-03-02 15:18:14,TRUE,"1101863710358933504","1101864297603493890","763409648414318592","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Mikkuchan07",0,FALSE,FALSE,NA,NA
"1247","Puyeng, pilek aka flu

Istirahat tidur❎
Minum obat flu❎
Minum congyang☑️",FALSE,0,NA,2019-03-02 15:18:13,FALSE,NA,"1101864293216083970",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ziziandre8",0,FALSE,FALSE,NA,NA
"1248","RT @TheVampsBrad: Had flu for the past week and I’m about two breaking bads away from completing Netflix.",FALSE,0,NA,2019-03-02 15:18:11,FALSE,NA,"1101864283514630144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","finnnnnw",815,TRUE,FALSE,NA,NA
"1249","#Burns night take2 after the flu cancelled early attempt

I’ve arranged my #malt #whisky from #maddog on the right… https://t.co/wwQcrYNNZc",FALSE,1,NA,2019-03-02 15:18:02,TRUE,NA,"1101864244545507329",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","realjimstewart",0,FALSE,FALSE,NA,NA
"1250","Our house has been hit with the ""Man Flu"". Thoughts and prayers appreciated. Mostly for him since I may lose shit before the day is over.",FALSE,16,NA,2019-03-02 15:18:02,FALSE,NA,"1101864244050579457",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","randomlady74",1,FALSE,FALSE,NA,NA
"1251","@tariq_atiya بس اس بار سردی زندہ نہیں رہنے دے گی 
Bronchitis fever flu😭😭😭😭😭",FALSE,2,"tariq_atiya",2019-03-02 15:17:50,FALSE,"1101863917318537217","1101864196264869888","3183187040","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zarishehsan1",0,FALSE,FALSE,NA,NA
"1252","RT @MsCheema_: Flu Aur fever sy zaleel ho rae 🤧🤢
WBY???? 
#eimanbeemarsi",FALSE,0,NA,2019-03-02 15:17:48,FALSE,NA,"1101864185607192577",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SairaAnwer1",29,TRUE,FALSE,NA,NA
"1253","This one has the flu unfortunately, but she is still in happy spirits! And at least it’s not bday weekend! https://t.co/1x5wBX6OiF",FALSE,1,NA,2019-03-02 15:17:45,FALSE,NA,"1101864173795979266",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","maysweetie_3",0,FALSE,FALSE,NA,NA
"1254","RT @kayyythemodel: The Flu, The Pregnant, The Stupid. Keep that shit  away from me",FALSE,0,NA,2019-03-02 15:17:43,FALSE,NA,"1101864166783139847",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Official_Dizzle",8243,TRUE,FALSE,NA,NA
